[General]
AudioFilename: virtual

[Metadata]
Title:squartatrice
Artist:美樹さやか vs. 美樹さやか (fw. 美樹さやか)
Creator:inava
Version:53
Tags:mahou shoujo madoka magica bms of fighters

[Events]
//Background and Video events
0,0,"night.jpg",0,0
Sample,73083,0,"roop_a_2.ogg",70
Sample,73083,0,"th3_08.ogg",70
Sample,73166,0,"th3_07.ogg",70
Sample,73166,0,"roop_a_3.ogg",70
Sample,73166,0,"roop_b_06.ogg",70
Sample,73250,0,"roop_a_4.ogg",70
Sample,73250,0,"syle_a7_012.ogg",100
Sample,73250,0,"th3_06.ogg",70
Sample,73250,0,"syle_b7_012.ogg",100
Sample,73333,0,"roop_a_1.ogg",70
Sample,73333,0,"th3_07.ogg",70
Sample,73333,0,"grc_04.ogg",100
Sample,73333,0,"ride.ogg",70
Sample,73416,0,"roop_a_2.ogg",70
Sample,73416,0,"th3_06.ogg",70
Sample,73500,0,"th3_05.ogg",70
Sample,73500,0,"syle_a8_002.ogg",100
Sample,73500,0,"roop_a_3.ogg",70
Sample,73500,0,"syle_b8_002.ogg",100
Sample,73500,0,"roop_b_01.ogg",70
Sample,73583,0,"roop_a_4.ogg",70
Sample,73583,0,"th3_07.ogg",70
Sample,73666,0,"th3_06.ogg",70
Sample,73666,0,"roop_b_02.ogg",70
Sample,73666,0,"grc_05.ogg",100
Sample,73666,0,"ride.ogg",70
Sample,73666,0,"syle_b8_004.ogg",100
Sample,73666,0,"roop_a_1.ogg",70
Sample,73750,0,"th3_05.ogg",70
Sample,73750,0,"roop_a_2.ogg",70
Sample,73833,0,"roop_a_3.ogg",70
Sample,73833,0,"roop_b_03.ogg",70
Sample,73833,0,"th3_04.ogg",70
Sample,73916,0,"th3_03.ogg",70
Sample,73916,0,"roop_a_4.ogg",70
Sample,74000,0,"roop_a_1.ogg",70
Sample,74000,0,"grc_06.ogg",100
Sample,74000,0,"syle_b8_005.ogg",100
Sample,74000,0,"syle_a8_005.ogg",100
Sample,74000,0,"th3_04.ogg",70
Sample,74000,0,"ride.ogg",70
Sample,74083,0,"th3_05.ogg",70
Sample,74083,0,"roop_a_2.ogg",70
Sample,74166,0,"roop_b_04.ogg",70
Sample,74166,0,"th3_06.ogg",70
Sample,74166,0,"roop_a_3.ogg",70
Sample,74250,0,"th3_04.ogg",70
Sample,74250,0,"syle_b8_008.ogg",100
Sample,74250,0,"roop_a_4.ogg",70
Sample,74250,0,"syle_a8_008.ogg",100
Sample,74333,0,"syle_a8_009.ogg",100
Sample,74333,0,"roop_b_05.ogg",70
Sample,74333,0,"roop_a_1.ogg",70
Sample,74333,0,"ride.ogg",70
Sample,74333,0,"th3_08.ogg",70
Sample,74333,0,"syle_b8_009.ogg",100
Sample,74416,0,"roop_a_2.ogg",70
Sample,74416,0,"th3_07.ogg",70
Sample,74500,0,"syle_a8_011.ogg",100
Sample,74500,0,"th3_06.ogg",70
Sample,74500,0,"roop_a_3.ogg",70
Sample,74500,0,"roop_b_06.ogg",70
Sample,74500,0,"syle_b8_011.ogg",100
Sample,74583,0,"th3_07.ogg",70
Sample,74583,0,"roop_a_4.ogg",70
Sample,74666,0,"ride.ogg",70
Sample,74666,0,"roop_a_1.ogg",70
Sample,74666,0,"grc_01.ogg",100
Sample,74666,0,"th3_08.ogg",70
Sample,74750,0,"syle_a7_001.ogg",100
Sample,74750,0,"roop_a_2.ogg",70
Sample,74750,0,"syle_b7_001.ogg",100
Sample,74750,0,"th3_06.ogg",70
Sample,74833,0,"roop_b_01.ogg",70
Sample,74833,0,"th3_04.ogg",70
Sample,74833,0,"roop_a_3.ogg",70
Sample,74916,0,"roop_a_4.ogg",70
Sample,74916,0,"th3_01.ogg",70
Sample,75000,0,"roop_a_1.ogg",70
Sample,75000,0,"hclap.ogg",100
Sample,75000,0,"grc_02.ogg",100
Sample,75000,0,"ride.ogg",70
Sample,75000,0,"th3_08.ogg",70
Sample,75000,0,"syle_b7_004.ogg",100
Sample,75000,0,"syle_a7_004.ogg",100
Sample,75000,0,"roop_b_02.ogg",70
Sample,75083,0,"roop_a_2.ogg",70
Sample,75083,0,"th3_06.ogg",70
Sample,75166,0,"th3_04.ogg",70
Sample,75166,0,"roop_b_03.ogg",70
Sample,75166,0,"roop_a_3.ogg",70
Sample,75250,0,"roop_a_4.ogg",70
Sample,75250,0,"th3_01.ogg",70
Sample,75333,0,"ride.ogg",70
Sample,75333,0,"th3_09.ogg",70
Sample,75333,0,"roop_a_1.ogg",70
Sample,75333,0,"grc_01.ogg",100
Sample,75416,0,"roop_a_2.ogg",70
Sample,75416,0,"th3_06.ogg",70
Sample,75500,0,"th3_04.ogg",70
Sample,75500,0,"syle_b7_007.ogg",100
Sample,75500,0,"roop_a_3.ogg",70
Sample,75500,0,"syle_a7_007.ogg",100
Sample,75500,0,"roop_b_04.ogg",70
Sample,75583,0,"th3_01.ogg",70
Sample,75583,0,"roop_a_4.ogg",70
Sample,75666,0,"syle_b7_009.ogg",100
Sample,75666,0,"roop_a_1.ogg",70
Sample,75666,0,"th3_09.ogg",70
Sample,75666,0,"ride.ogg",70
Sample,75666,0,"roop_b_05.ogg",70
Sample,75666,0,"grc_03.ogg",100
Sample,75750,0,"th3_06.ogg",70
Sample,75750,0,"syle_b7_010.ogg",100
Sample,75750,0,"roop_a_2.ogg",70
Sample,75750,0,"syle_a7_010.ogg",100
Sample,75833,0,"roop_b_06.ogg",70
Sample,75833,0,"th3_04.ogg",70
Sample,75833,0,"roop_a_3.ogg",70
Sample,75916,0,"roop_a_4.ogg",70
Sample,75916,0,"th3_01.ogg",70
Sample,76000,0,"th3_08.ogg",70
Sample,76000,0,"syle_a9_000.ogg",100
Sample,76000,0,"ride.ogg",70
Sample,76000,0,"grc_04.ogg",100
Sample,76000,0,"roop_a_1.ogg",70
Sample,76000,0,"syle_b9_000.ogg",100
Sample,76083,0,"roop_a_2.ogg",70
Sample,76083,0,"th3_06.ogg",70
Sample,76166,0,"roop_b_01.ogg",70
Sample,76166,0,"th3_04.ogg",70
Sample,76166,0,"roop_a_3.ogg",70
Sample,76250,0,"syle_b9_002.ogg",100
Sample,76250,0,"th3_01.ogg",70
Sample,76250,0,"syle_a9_002.ogg",100
Sample,76250,0,"roop_a_4.ogg",70
Sample,76333,0,"roop_a_1.ogg",70
Sample,76333,0,"roop_b_02.ogg",70
Sample,76333,0,"syle_b9_003.ogg",100
Sample,76333,0,"th3_08.ogg",70
Sample,76333,0,"syle_a9_003.ogg",100
Sample,76333,0,"ride.ogg",70
Sample,76416,0,"roop_a_2.ogg",70
Sample,76416,0,"th3_06.ogg",70
Sample,76500,0,"syle_b9_005.ogg",100
Sample,76500,0,"roop_a_3.ogg",70
Sample,76500,0,"roop_b_03.ogg",70
Sample,76500,0,"th3_04.ogg",70
Sample,76500,0,"syle_a9_005.ogg",100
Sample,76583,0,"roop_a_4.ogg",70
Sample,76583,0,"th3_01.ogg",70
Sample,76666,0,"ride.ogg",70
Sample,76666,0,"th3_07.ogg",70
Sample,76666,0,"roop_a_1.ogg",70
Sample,76666,0,"grc_08.ogg",100
Sample,76750,0,"roop_a_2.ogg",70
Sample,76750,0,"syle_a9_008.ogg",100
Sample,76750,0,"th3_01.ogg",70
Sample,76750,0,"syle_b9_008.ogg",100
Sample,76833,0,"roop_a_3.ogg",70
Sample,76833,0,"th3_06.ogg",70
Sample,76833,0,"roop_b_04.ogg",70
Sample,76916,0,"roop_a_4.ogg",70
Sample,76916,0,"th3_01.ogg",70
Sample,77000,0,"roop_a_1.ogg",70
Sample,77000,0,"th3_05.ogg",70
Sample,77000,0,"ride.ogg",70
Sample,77000,0,"roop_b_05.ogg",70
Sample,77000,0,"syle_a9_011.ogg",100
Sample,77000,0,"syle_b9_011.ogg",100
Sample,77000,0,"grc_03.ogg",100
Sample,77000,0,"hclap.ogg",100
Sample,77083,0,"roop_a_2.ogg",70
Sample,77083,0,"th3_01.ogg",70
Sample,77166,0,"roop_a_3.ogg",70
Sample,77166,0,"th3_06.ogg",70
Sample,77166,0,"roop_b_06.ogg",70
Sample,77250,0,"roop_a_4.ogg",70
Sample,77250,0,"syle_a9_014.ogg",100
Sample,77250,0,"th3_01.ogg",70
Sample,77250,0,"syle_b9_014.ogg",100
Sample,77333,0,"th3_08.ogg",70
Sample,77333,0,"ride.ogg",70
Sample,77333,0,"grc_01.ogg",100
Sample,77333,0,"roop_a_1.ogg",70
Sample,77416,0,"roop_a_2.ogg",70
Sample,77416,0,"th3_06.ogg",70
Sample,77500,0,"th3_04.ogg",70
Sample,77500,0,"syle_aX_002.ogg",100
Sample,77500,0,"roop_a_3.ogg",70
Sample,77500,0,"syle_bX_002.ogg",100
Sample,77500,0,"roop_b_01.ogg",70
Sample,77583,0,"th3_01.ogg",70
Sample,77583,0,"roop_a_4.ogg",70
Sample,77666,0,"roop_a_1.ogg",70
Sample,77666,0,"hclap.ogg",70
Sample,77666,0,"ride.ogg",70
Sample,77666,0,"th3_08.ogg",70
Sample,77666,0,"roop_b_02.ogg",70
Sample,77750,0,"th3_06.ogg",70
Sample,77750,0,"roop_a_2.ogg",70
Sample,77833,0,"th3_04.ogg",70
Sample,77833,0,"roop_a_3.ogg",70
Sample,77833,0,"roop_b_03.ogg",70
Sample,77916,0,"roop_a_4.ogg",70
Sample,77916,0,"th3_01.ogg",70
Sample,78000,0,"ride.ogg",70
Sample,78000,0,"cym.ogg",100
Sample,78000,0,"roop_a_1.ogg",70
Sample,78000,0,"th3_09.ogg",70
Sample,78000,0,"syle_aX_005.ogg",100
Sample,78000,0,"syle_bX_005.ogg",100
Sample,78000,0,"grc_01.ogg",100
Sample,78000,0,"bd.ogg",100
Sample,78083,0,"th3_06.ogg",70
Sample,78083,0,"roop_a_2.ogg",70
Sample,78166,0,"roop_a_3.ogg",70
Sample,78166,0,"roop_b_04.ogg",70
Sample,78166,0,"th3_04.ogg",70
Sample,78250,0,"roop_a_4.ogg",70
Sample,78250,0,"syle_aX_008.ogg",100
Sample,78250,0,"th3_01.ogg",70
Sample,78250,0,"syle_bX_008.ogg",100
Sample,78333,0,"roop_a_1.ogg",70
Sample,78333,0,"th3_09.ogg",70
Sample,78333,0,"roop_b_05.ogg",70
Sample,78333,0,"ride.ogg",70
Sample,78333,0,"hclap.ogg",70
Sample,78416,0,"th3_06.ogg",70
Sample,78416,0,"roop_a_2.ogg",70
Sample,78500,0,"syle_aX_010.ogg",100
Sample,78500,0,"syle_bX_010.ogg",100
Sample,78500,0,"roop_a_3.ogg",70
Sample,78500,0,"cym_24c.ogg",100
Sample,78500,0,"roop_b_06.ogg",70
Sample,78500,0,"th3_04.ogg",70
Sample,78500,0,"bd_8c.ogg",100
Sample,78583,0,"th3_01.ogg",70
Sample,78583,0,"roop_a_4.ogg",70
Sample,78666,0,"roop_a_1.ogg",70
Sample,78666,0,"ride.ogg",70
Sample,78666,0,"grc_04.ogg",100
Sample,78666,0,"th3_08.ogg",70
Sample,78750,0,"syle_aX_012.ogg",100
Sample,78750,0,"th3_06.ogg",70
Sample,78750,0,"syle_bX_012.ogg",100
Sample,78750,0,"roop_a_2.ogg",70
Sample,78833,0,"roop_a_3.ogg",70
Sample,78833,0,"roop_b_01.ogg",70
Sample,78833,0,"th3_04.ogg",70
Sample,78916,0,"th3_01.ogg",70
Sample,78916,0,"roop_a_4.ogg",70
Sample,79000,0,"th3_08.ogg",70
Sample,79000,0,"roop_a_1.ogg",70
Sample,79000,0,"ride.ogg",70
Sample,79000,0,"hclap.ogg",70
Sample,79000,0,"grc_05.ogg",100
Sample,79000,0,"syle_aX_015.ogg",100
Sample,79000,0,"syle_bX_015.ogg",100
Sample,79000,0,"roop_b_02.ogg",70
Sample,79083,0,"roop_a_2.ogg",70
Sample,79083,0,"th3_06.ogg",70
Sample,79166,0,"roop_a_3.ogg",70
Sample,79166,0,"roop_b_03.ogg",70
Sample,79166,0,"th3_04.ogg",70
Sample,79250,0,"th3_01.ogg",70
Sample,79250,0,"roop_a_4.ogg",70
Sample,79333,0,"roop_a_1.ogg",70
Sample,79333,0,"ride.ogg",70
Sample,79333,0,"syle_bX_016.ogg",100
Sample,79333,0,"th3_09.ogg",70
Sample,79416,0,"roop_a_2.ogg",70
Sample,79416,0,"th3_06.ogg",70
Sample,79500,0,"roop_b_04.ogg",70
Sample,79500,0,"syle_aX_018.ogg",100
Sample,79500,0,"th3_04.ogg",70
Sample,79500,0,"syle_bX_018.ogg",100
Sample,79500,0,"roop_a_3.ogg",70
Sample,79583,0,"th3_01.ogg",70
Sample,79583,0,"roop_a_4.ogg",70
Sample,79666,0,"roop_a_1.ogg",70
Sample,79666,0,"roop_b_05.ogg",70
Sample,79666,0,"th3_09.ogg",70
Sample,79666,0,"ride.ogg",70
Sample,79666,0,"hclap.ogg",70
Sample,79750,0,"roop_a_2.ogg",70
Sample,79750,0,"th3_06.ogg",70
Sample,79833,0,"roop_a_3.ogg",70
Sample,79833,0,"syle_aX_021.ogg",100
Sample,79833,0,"th3_04.ogg",70
Sample,79833,0,"syle_bX_021.ogg",100
Sample,79833,0,"roop_b_06.ogg",70
Sample,79916,0,"th3_01.ogg",70
Sample,79916,0,"roop_a_4.ogg",70
Sample,80000,0,"th3_08.ogg",70
Sample,80000,0,"cym_4c.ogg",100
Sample,80000,0,"roop_a_1.ogg",70
Sample,80000,0,"ride.ogg",70
Sample,80000,0,"grc_01.ogg",100
Sample,80000,0,"syle_aX_022.ogg",100
Sample,80000,0,"syle_bX_022.ogg",100
Sample,80000,0,"bd_8c.ogg",100
Sample,80083,0,"roop_a_2.ogg",70
Sample,80083,0,"th3_06.ogg",70
Sample,80166,0,"roop_a_3.ogg",70
Sample,80166,0,"roop_b_01.ogg",70
Sample,80166,0,"th3_04.ogg",70
Sample,80250,0,"roop_a_4.ogg",70
Sample,80250,0,"syle_aX_025.ogg",100
Sample,80250,0,"bd_8c.ogg",100
Sample,80250,0,"syle_bX_025.ogg",100
Sample,80250,0,"th3_01.ogg",70
Sample,80333,0,"roop_a_1.ogg",70
Sample,80333,0,"roop_b_02.ogg",70
Sample,80333,0,"ride.ogg",70
Sample,80333,0,"hclap.ogg",70
Sample,80333,0,"th3_08.ogg",70
Sample,80333,0,"syle_bX_026.ogg",100
Sample,80416,0,"th3_06.ogg",70
Sample,80416,0,"roop_a_2.ogg",70
Sample,80500,0,"bd_8c.ogg",100
Sample,80500,0,"roop_a_3.ogg",70
Sample,80500,0,"syle_bX_027.ogg",100
Sample,80500,0,"roop_b_03.ogg",70
Sample,80500,0,"syle_aX_027.ogg",100
Sample,80500,0,"th3_04.ogg",70
Sample,80583,0,"th3_01.ogg",70
Sample,80583,0,"roop_a_4.ogg",70
Sample,80666,0,"roop_a_1.ogg",70
Sample,80666,0,"syle_bX_029.ogg",100
Sample,80666,0,"th3_09.ogg",70
Sample,80666,0,"ride.ogg",70
Sample,80750,0,"th3_06.ogg",70
Sample,80750,0,"syle_bX_030.ogg",100
Sample,80750,0,"roop_a_2.ogg",70
Sample,80750,0,"syle_aX_030.ogg",100
Sample,80833,0,"roop_b_04.ogg",70
Sample,80833,0,"roop_a_3.ogg",70
Sample,80833,0,"th3_04.ogg",70
Sample,80916,0,"th3_01.ogg",70
Sample,80916,0,"roop_a_4.ogg",70
Sample,81000,0,"hclap.ogg",70
Sample,81000,0,"cym_4c.ogg",100
Sample,81000,0,"syle_aX_032.ogg",100
Sample,81000,0,"roop_a_1.ogg",70
Sample,81000,0,"roop_b_05.ogg",70
Sample,81000,0,"ride.ogg",70
Sample,81000,0,"bd_8c.ogg",100
Sample,81000,0,"th3_09.ogg",70
Sample,81000,0,"grc_03.ogg",100
Sample,81000,0,"syle_bX_032.ogg",100
Sample,81083,0,"roop_a_2.ogg",70
Sample,81083,0,"th3_08.ogg",70
Sample,81166,0,"th3_07.ogg",70
Sample,81166,0,"roop_b_06.ogg",70
Sample,81166,0,"roop_a_3.ogg",70
Sample,81166,0,"syle_bX_034.ogg",100
Sample,81250,0,"th3_06.ogg",70
Sample,81250,0,"syle_aX_035.ogg",100
Sample,81250,0,"roop_a_4.ogg",70
Sample,81250,0,"syle_bX_035.ogg",100
Sample,81333,0,"th3_15.ogg",100
Sample,81333,0,"fx_sword.ogg",100
Sample,81333,0,"syle_bX_036.ogg",100
Sample,81333,0,"th3_16.ogg",100
Sample,81333,0,"th3_13.ogg",70
Sample,81666,0,"bd.ogg",100
Sample,81666,0,"pshu-n.ogg",100
Sample,81666,0,"syle_c1_000.ogg",100
Sample,81666,0,"fillin_3_000.ogg",100
Sample,81750,0,"syle_c1_001.ogg",100
Sample,82000,0,"fillin_3_001.ogg",100
Sample,82000,0,"syle_c1_004.ogg",100
Sample,82083,0,"syle_c1_005.ogg",100
Sample,82166,0,"syle_c1_006.ogg",100
Sample,82249,0,"syle_c1_007.ogg",100
Sample,82375,0,"fillin_3_006.ogg",100
Sample,82458,0,"fillin_3_008.ogg",100
Sample,82500,0,"syle_c1_010.ogg",100
Sample,82500,0,"fillin_3_009.ogg",100
Sample,82500,0,"tp1_26.ogg",100
Sample,82666,0,"tp1_33.ogg",100
Sample,82749,0,"syle_c1_013.ogg",100
Sample,82833,0,"tp1_31.ogg",100
Sample,82916,0,"syle_c1_015.ogg",100
Sample,83000,0,"ride.ogg",100
Sample,83000,0,"roop_a_1.ogg",70
Sample,83000,0,"syle_c2_000.ogg",100
Sample,83000,0,"bd.ogg",100
Sample,83000,0,"tp2_39.ogg",70
Sample,83000,0,"tp1_31.ogg",100
Sample,83000,0,"cym.ogg",100
Sample,83083,0,"roop_a_2.ogg",70
Sample,83166,0,"tp2_14.ogg",70
Sample,83166,0,"roop_a_3.ogg",70
Sample,83250,0,"roop_a_4.ogg",70
Sample,83250,0,"syle_c2_002.ogg",100
Sample,83250,0,"tp1_32.ogg",100
Sample,83333,0,"roop_b_02.ogg",70
Sample,83333,0,"hclap.ogg",70
Sample,83333,0,"tp2_16.ogg",70
Sample,83333,0,"roop_a_1.ogg",70
Sample,83416,0,"roop_a_2.ogg",70
Sample,83500,0,"tp2_17.ogg",70
Sample,83500,0,"syle_c2_004.ogg",100
Sample,83500,0,"roop_b_03.ogg",100
Sample,83500,0,"tp1_32.ogg",100
Sample,83500,0,"roop_a_3.ogg",70
Sample,83583,0,"roop_a_4.ogg",70
Sample,83666,0,"roop_a_1.ogg",70
Sample,83666,0,"tp2_18.ogg",70
Sample,83750,0,"syle_c2_006.ogg",100
Sample,83750,0,"roop_a_2.ogg",70
Sample,83833,0,"roop_a_3.ogg",70
Sample,83833,0,"roop_b_06.ogg",70
Sample,83833,0,"tp2_14.ogg",70
Sample,83916,0,"roop_a_4.ogg",70
Sample,84000,0,"roop_a_1.ogg",70
Sample,84000,0,"tp2_17.ogg",70
Sample,84000,0,"bd.ogg",100
Sample,84000,0,"ride.ogg",100
Sample,84000,0,"hclap.ogg",70
Sample,84000,0,"syle_c2_008.ogg",100
Sample,84000,0,"tp1_37.ogg",100
Sample,84083,0,"roop_a_2.ogg",70
Sample,84166,0,"tp2_18.ogg",70
Sample,84166,0,"roop_b_01.ogg",70
Sample,84166,0,"roop_a_3.ogg",70
Sample,84250,0,"syle_c2_011.ogg",100
Sample,84250,0,"roop_a_4.ogg",70
Sample,84333,0,"tp2_39.ogg",70
Sample,84333,0,"roop_a_1.ogg",70
Sample,84333,0,"roop_b_02.ogg",70
Sample,84416,0,"roop_a_2.ogg",70
Sample,84500,0,"tp2_14.ogg",70
Sample,84500,0,"syle_c2_013.ogg",100
Sample,84500,0,"roop_b_03.ogg",70
Sample,84500,0,"roop_a_3.ogg",70
Sample,84583,0,"roop_a_4.ogg",70
Sample,84666,0,"roop_a_1.ogg",70
Sample,84666,0,"tp2_16.ogg",70
Sample,84666,0,"hclap.ogg",70
Sample,84750,0,"syle_c2_016.ogg",100
Sample,84750,0,"roop_a_2.ogg",70
Sample,84833,0,"tp2_17.ogg",70
Sample,84833,0,"roop_b_06.ogg",70
Sample,84833,0,"roop_a_3.ogg",70
Sample,84916,0,"roop_a_4.ogg",70
Sample,85000,0,"bd.ogg",100
Sample,85000,0,"roop_a_1.ogg",70
Sample,85000,0,"tp1_42.ogg",100
Sample,85000,0,"tp2_18.ogg",70
Sample,85000,0,"syle_c2_018.ogg",100
Sample,85000,0,"ride.ogg",100
Sample,85083,0,"roop_a_2.ogg",70
Sample,85166,0,"tp2_14.ogg",70
Sample,85166,0,"roop_b_01.ogg",70
Sample,85166,0,"roop_a_3.ogg",70
Sample,85250,0,"roop_a_4.ogg",70
Sample,85250,0,"syle_c2_021.ogg",100
Sample,85333,0,"tp2_17.ogg",70
Sample,85333,0,"hclap.ogg",70
Sample,85333,0,"roop_a_1.ogg",70
Sample,85333,0,"roop_b_02.ogg",70
Sample,85416,0,"roop_a_2.ogg",70
Sample,85500,0,"roop_b_03.ogg",70
Sample,85500,0,"roop_a_3.ogg",70
Sample,85500,0,"syle_c2_024.ogg",100
Sample,85500,0,"tp2_18.ogg",70
Sample,85583,0,"roop_a_4.ogg",70
Sample,85666,0,"tp2_37.ogg",70
Sample,85666,0,"roop_a_1.ogg",70
Sample,85750,0,"roop_a_2.ogg",70
Sample,85833,0,"tp2_17.ogg",70
Sample,85833,0,"roop_a_3.ogg",70
Sample,85833,0,"roop_b_06.ogg",70
Sample,85916,0,"roop_a_4.ogg",70
Sample,85916,0,"tp1_32.ogg",100
Sample,86000,0,"ride.ogg",100
Sample,86000,0,"roop_a_1.ogg",70
Sample,86000,0,"syle_c3_003.ogg",100
Sample,86000,0,"hclap.ogg",70
Sample,86000,0,"bd.ogg",100
Sample,86000,0,"tp2_16.ogg",70
Sample,86083,0,"roop_a_2.ogg",70
Sample,86166,0,"tp2_17.ogg",70
Sample,86166,0,"roop_b_01.ogg",70
Sample,86166,0,"roop_a_3.ogg",70
Sample,86250,0,"roop_a_4.ogg",70
Sample,86250,0,"syle_c3_005.ogg",100
Sample,86333,0,"tp2_18.ogg",70
Sample,86333,0,"roop_a_1.ogg",70
Sample,86333,0,"roop_b_02.ogg",70
Sample,86416,0,"roop_a_2.ogg",70
Sample,86500,0,"tp1_26.ogg",100
Sample,86500,0,"roop_a_3.ogg",70
Sample,86500,0,"tp2_19.ogg",70
Sample,86500,0,"roop_b_03.ogg",70
Sample,86500,0,"syle_c3_007.ogg",100
Sample,86583,0,"roop_a_4.ogg",70
Sample,86666,0,"roop_a_1.ogg",70
Sample,86666,0,"tp2_20.ogg",70
Sample,86666,0,"hclap.ogg",70
Sample,86750,0,"roop_a_2.ogg",70
Sample,86750,0,"syle_c3_009.ogg",100
Sample,86833,0,"roop_a_3.ogg",70
Sample,86833,0,"tp2_18.ogg",70
Sample,86833,0,"roop_b_06.ogg",70
Sample,86916,0,"roop_a_4.ogg",70
Sample,87000,0,"tp2_37.ogg",70
Sample,87000,0,"syle_c3_012.ogg",100
Sample,87000,0,"ride.ogg",100
Sample,87000,0,"bd.ogg",100
Sample,87000,0,"roop_a_1.ogg",70
Sample,87083,0,"roop_a_2.ogg",70
Sample,87166,0,"roop_a_3.ogg",70
Sample,87166,0,"tp2_21.ogg",70
Sample,87166,0,"roop_b_01.ogg",70
Sample,87250,0,"syle_c3_014.ogg",100
Sample,87250,0,"roop_a_4.ogg",70
Sample,87333,0,"roop_b_02.ogg",70
Sample,87333,0,"roop_a_1.ogg",70
Sample,87333,0,"hclap.ogg",70
Sample,87333,0,"tp2_20.ogg",70
Sample,87416,0,"roop_a_2.ogg",70
Sample,87500,0,"roop_a_3.ogg",70
Sample,87500,0,"tp2_19.ogg",70
Sample,87500,0,"roop_b_03.ogg",70
Sample,87500,0,"syle_c3_017.ogg",100
Sample,87583,0,"roop_a_4.ogg",70
Sample,87666,0,"tp2_20.ogg",70
Sample,87666,0,"roop_a_1.ogg",70
Sample,87666,0,"syle_c3_018.ogg",70
Sample,87750,0,"roop_a_2.ogg",70
Sample,87750,0,"syle_c3_019.ogg",100
Sample,87833,0,"syle_c3_020.ogg",70
Sample,87833,0,"roop_b_06.ogg",70
Sample,87833,0,"roop_a_3.ogg",70
Sample,87833,0,"tp2_19.ogg",70
Sample,87916,0,"syle_c3_021.ogg",100
Sample,87916,0,"roop_a_4.ogg",70
Sample,88000,0,"syle_c3_022.ogg",100
Sample,88000,0,"tp1_32.ogg",100
Sample,88000,0,"ride.ogg",100
Sample,88000,0,"roop_a_1.ogg",70
Sample,88000,0,"tp2_18.ogg",70
Sample,88000,0,"tp1_30.ogg",100
Sample,88000,0,"bd_8c.ogg",100
Sample,88000,0,"hclap.ogg",70
Sample,88083,0,"roop_a_2.ogg",70
Sample,88166,0,"roop_b_01.ogg",70
Sample,88166,0,"roop_a_3.ogg",70
Sample,88166,0,"tp2_19.ogg",70
Sample,88250,0,"syle_c3_025.ogg",100
Sample,88250,0,"roop_a_4.ogg",70
Sample,88333,0,"roop_b_02.ogg",70
Sample,88333,0,"tp2_35.ogg",70
Sample,88333,0,"roop_a_1.ogg",70
Sample,88416,0,"roop_a_2.ogg",70
Sample,88500,0,"roop_b_03.ogg",70
Sample,88500,0,"roop_a_3.ogg",70
Sample,88500,0,"syle_c4_001.ogg",100
Sample,88500,0,"tp2_14.ogg",70
Sample,88583,0,"roop_a_4.ogg",70
Sample,88666,0,"tp2_16.ogg",70
Sample,88666,0,"hclap.ogg",70
Sample,88666,0,"tp1_26.ogg",70
Sample,88666,0,"roop_a_1.ogg",70
Sample,88750,0,"roop_a_2.ogg",70
Sample,88833,0,"roop_b_06.ogg",70
Sample,88833,0,"tp2_17.ogg",70
Sample,88833,0,"roop_a_3.ogg",70
Sample,88916,0,"roop_a_4.ogg",70
Sample,89000,0,"ride.ogg",100
Sample,89000,0,"roop_a_1.ogg",70
Sample,89000,0,"bd.ogg",100
Sample,89000,0,"tp2_18.ogg",70
Sample,89083,0,"roop_a_2.ogg",70
Sample,89166,0,"roop_a_3.ogg",70
Sample,89166,0,"roop_b_01.ogg",70
Sample,89166,0,"tp2_14.ogg",70
Sample,89250,0,"roop_a_4.ogg",70
Sample,89333,0,"tp2_17.ogg",70
Sample,89333,0,"roop_a_1.ogg",70
Sample,89333,0,"roop_b_02.ogg",70
Sample,89333,0,"hclap.ogg",70
Sample,89416,0,"roop_a_2.ogg",70
Sample,89500,0,"roop_a_3.ogg",70
Sample,89500,0,"syle_c4_010.ogg",100
Sample,89500,0,"tp1_38.ogg",100
Sample,89500,0,"tp1_42.ogg",100
Sample,89500,0,"roop_b_03.ogg",70
Sample,89500,0,"tp2_18.ogg",70
Sample,89583,0,"roop_a_4.ogg",70
Sample,89666,0,"roop_a_1.ogg",70
Sample,89666,0,"tp2_36.ogg",70
Sample,89750,0,"roop_a_2.ogg",70
Sample,89833,0,"tp2_14.ogg",70
Sample,89833,0,"roop_a_3.ogg",70
Sample,89916,0,"roop_a_4.ogg",70
Sample,90000,0,"tp1_41.ogg",100
Sample,90000,0,"bd.ogg",100
Sample,90000,0,"tp1_37.ogg",70
Sample,90000,0,"roop_a_1.ogg",70
Sample,90000,0,"ride.ogg",100
Sample,90000,0,"tp2_16.ogg",70
Sample,90000,0,"hclap.ogg",70
Sample,90083,0,"roop_a_2.ogg",70
Sample,90166,0,"tp2_17.ogg",70
Sample,90166,0,"roop_a_3.ogg",70
Sample,90250,0,"roop_a_4.ogg",70
Sample,90250,0,"syle_c4_017.ogg",100
Sample,90333,0,"roop_b_02.ogg",70
Sample,90333,0,"tp2_18.ogg",70
Sample,90333,0,"roop_a_1.ogg",70
Sample,90333,0,"tp1_38.ogg",70
Sample,90416,0,"roop_a_2.ogg",70
Sample,90500,0,"tp2_14.ogg",70
Sample,90500,0,"roop_b_03.ogg",100
Sample,90500,0,"roop_a_3.ogg",70
Sample,90500,0,"syle_c4_020.ogg",100
